Data_File_Version,Data_File_Timestamp,Player,Roster_Status,Original_75_Invitee,Additional_StatLab_Only,Height,Height_in,Height_from_2025_combine_heights_csv,Wingspan,Wingspan_in,Standing_Reach,Standing_Reach_in,Hand_Length,Hand_Width,Has_Hand_Length,Has_Hand_Width,Has_Hand_Data,Lane_Agility_Time,Shuttle_Run,G,GS,MP,DWS,DBPM,WS,DWS_per_1000_MP,PlayerID,Modeling_Ready,Source_File_1,Source_File_2,Source_File_3,Weight_lbs,Measurement_Source,Stats_Source,Notes
v2,20260516_031444_CT,Miles Byrd,Original 75 Invitee,Yes,No,"6' 4.75""",76.75,"6' 4.75""","6' 10.00""",82.0,"8' 6.50""",102.5,8.75,9.25,True,True,True,10.91,2.9,,,,,,,,,No,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,181.8,Claude spreadsheet; primary source reported as Yahoo/Sporting News; Copilot final 75 roster backbone,,Not matched to Basketball Reference rookie table.
v2,20260516_031444_CT,Milos Uzan,Original 75 Invitee,Yes,No,"6' 3.25""",75.25,"6' 3.25""","6' 5.25""",77.25,"8' 1.50""",97.5,7.75,9.0,True,True,True,10.86,2.94,,,,,,,,,No,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,186.4,Claude spreadsheet; primary source reported as Yahoo/Sporting News; Copilot final 75 roster backbone,,Not matched to Basketball Reference rookie table.
v2,20260516_031444_CT,Neoklis Avdalas,Original 75 Invitee,Yes,No,"6' 7.50""",79.5,"6' 7.50""",,,,,8.25,9.75,True,True,True,10.98,2.98,,,,,,,,,No,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,,NBA Stat Lab paste in ChatGPT conversation; Copilot final 75 roster backbone,,Added from user-provided Stat Lab text Not matched to Basketball Reference rookie table.
v2,20260516_031444_CT,Nique Clifford,Original 75 Invitee,Yes,No,"6' 5.25""",77.25,"6' 5.25""","6' 8.00""",80.0,"8' 6.50""",102.5,8.25,8.5,True,True,True,10.87,2.96,75.0,28.0,1882.0,0.6,-1.2,-0.6,0.3188097768331562,cliffni01,Yes,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,202.0,Claude spreadsheet; primary source reported as Yahoo/Sporting News; Copilot final 75 roster backbone,Basketball Reference rookie + advanced tables,
v2,20260516_031444_CT,Noa Essengue,Original 75 Invitee,Yes,No,"6' 10.00""",82.0,"6' 10.00""","7' 1.00""",85.0,,,8.97,10.62,True,True,True,10.7,,2.0,0.0,6.0,0.0,-3.0,-0.1,0.0,essenno01,Yes,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,,NBA Stat Lab paste in ChatGPT conversation; Copilot final 75 roster backbone,Basketball Reference rookie + advanced tables,Added from user-provided Stat Lab text
v2,20260516_031444_CT,Noah Penda,Original 75 Invitee,Yes,No,,,,,,,,8.25,9.75,True,True,True,11.7,3.13,,,,,,,,,No,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,,Copilot final 75 combine table; Hoops Rumors/NBA announced invitee list,,
v2,20260516_031444_CT,Nolan Traore,Original 75 Invitee,Yes,No,,,,,,,,7.75,9.25,True,True,True,10.75,2.85,,,,,,,,,No,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,,Copilot final 75 combine table; Hoops Rumors/NBA announced invitee list,,
v2,20260516_031444_CT,Otega Oweh,Original 75 Invitee,Yes,No,,,,,,,,8.5,9.5,True,True,True,10.92,2.88,,,,,,,,,No,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,,Copilot final 75 combine table; Hoops Rumors/NBA announced invitee list,,
v2,20260516_031444_CT,PJ Haggerty,Original 75 Invitee,Yes,No,"6' 2.25""",74.25,"6' 2.25""","6' 6.50""",78.5,"8' 11.50""",107.5,8.5,9.5,True,True,True,11.76,3.11,,,,,,,,,No,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,189.4,Claude spreadsheet; primary source reported as Yahoo/Sporting News; Copilot final 75 roster backbone,,Not matched to Basketball Reference rookie table.
v2,20260516_031444_CT,Rasheer Fleming,Original 75 Invitee,Yes,No,"6' 8.25""",80.25,"6' 8.25""","7' 5.25""",89.25,"9' 1.50""",109.5,9.5,9.5,True,True,True,10.95,2.72,55.0,1.0,673.0,0.8,-0.7,0.8,1.188707280832095,flemira01,Yes,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,232.4,Claude spreadsheet; primary source reported as Yahoo/Sporting News; NBA Stat Lab paste override/addition; Copilot final 75 roster backbone,Basketball Reference rookie + advanced tables,
v2,20260516_031444_CT,RJ Luis Jr.,Original 75 Invitee,Yes,No,"6' 5.75""",77.75,"6' 5.75""","6' 10.75""",82.75,"8' 7.50""",103.5,9.0,10.0,True,True,True,11.24,2.98,,,,,,,,,No,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,210.0,Claude spreadsheet; primary source reported as Yahoo/Sporting News; Copilot final 75 roster backbone,,Not matched to Basketball Reference rookie table.
v2,20260516_031444_CT,Rocco Zikarsky,Original 75 Invitee,Yes,No,"7' 3.00""",87.0,"7' 3.00""","7' 4.75""",88.75,"9' 6.50""",114.5,9.0,9.75,True,True,True,11.92,3.0,5.0,0.0,36.0,0.1,1.7,0.2,2.7777777777777777,zikarro01,Yes,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,257.0,Claude spreadsheet; primary source reported as Yahoo/Sporting News; NBA Stat Lab paste override/addition; Copilot final 75 roster backbone,Basketball Reference rookie + advanced tables,
v2,20260516_031444_CT,Ryan Kalkbrenner,Original 75 Invitee,Yes,No,"7' 1.00""",85.0,"7' 1.00""","7' 6.00""",90.0,"9' 4.00""",112.0,9.25,11.25,True,True,True,12.05,3.1,69.0,31.0,1479.0,2.1,1.3,5.7,1.4198782961460443,kalkbry01,Yes,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,257.4,Claude spreadsheet; primary source reported as Yahoo/Sporting News; NBA Stat Lab paste override/addition; Copilot final 75 roster backbone,Basketball Reference rookie + advanced tables,
v2,20260516_031444_CT,Sion James,Original 75 Invitee,Yes,No,"6' 4.50""",76.5,"6' 4.50""","6' 6.50""",78.5,"8' 4.50""",100.5,8.25,9.25,True,True,True,10.91,2.93,82.0,19.0,1843.0,1.9,1.1,3.1,1.0309278350515465,jamessi01,Yes,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,217.6,Claude spreadsheet; primary source reported as Yahoo/Sporting News; Copilot final 75 roster backbone,Basketball Reference rookie + advanced tables,
v2,20260516_031444_CT,Tahaad Pettiford,Original 75 Invitee,Yes,No,"6' 0.25""",72.25,"6' 0.25""","6' 5.50""",77.5,"8' 0.00""",96.0,8.25,8.5,True,True,True,10.63,2.96,,,,,,,,,No,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,168.8,Claude spreadsheet; primary source reported as Yahoo/Sporting News; Copilot final 75 roster backbone,,Not matched to Basketball Reference rookie table.
v2,20260516_031444_CT,Thomas Sorber,Original 75 Invitee,Yes,No,"6' 9.25""",81.25,"6' 9.25""","7' 6.00""",90.0,"9' 1.00""",109.0,8.5,9.0,True,True,True,,,,,,,,,,,No,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,262.8,Claude spreadsheet; primary source reported as Yahoo/Sporting News; NBA Stat Lab paste override/addition; Copilot final 75 roster backbone,,Not matched to Basketball Reference rookie table.
v2,20260516_031444_CT,Tre Johnson,Original 75 Invitee,Yes,No,"6' 4.75""",76.75,"6' 4.75""","6' 10.25""",82.25,"8' 5.00""",101.0,8.5,8.0,True,True,True,10.49,3.11,60.0,42.0,1443.0,-0.1,-2.9,-0.7,-0.0693000693000693,johnstr03,Yes,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,190.4,Claude spreadsheet; primary source reported as Yahoo/Sporting News; Copilot final 75 roster backbone,Basketball Reference rookie + advanced tables,
v2,20260516_031444_CT,Tyrese Proctor,Original 75 Invitee,Yes,No,"6' 4.25""",76.25,"6' 4.25""","6' 7.25""",79.25,"8' 4.50""",100.5,8.25,9.0,True,True,True,10.75,3.0,50.0,1.0,545.0,0.5,-0.5,0.7,0.9174311926605504,proctty01,Yes,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,183.2,Claude spreadsheet; primary source reported as Yahoo/Sporting News; Copilot final 75 roster backbone,Basketball Reference rookie + advanced tables,
v2,20260516_031444_CT,VJ Edgecombe,Original 75 Invitee,Yes,No,"6' 4.00""",76.0,"6' 4.00""","6' 7.50""",79.5,"8' 5.50""",101.5,8.5,9.5,True,True,True,11.27,2.93,75.0,75.0,2623.0,2.5,-0.1,4.4,0.9531071292413268,edgecvj01,Yes,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,193.2,Claude spreadsheet; primary source reported as Yahoo/Sporting News; Copilot final 75 roster backbone,Basketball Reference rookie + advanced tables,
v2,20260516_031444_CT,Vladislav Goldin,Original 75 Invitee,Yes,No,"7' 0.00""",84.0,"7' 0.00""","7' 5.25""",89.25,"9' 3.00""",111.0,9.5,11.75,True,True,True,11.76,2.95,9.0,0.0,24.0,0.0,4.5,0.1,0.0,goldivl01,Yes,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,253.4,Claude spreadsheet; primary source reported as Yahoo/Sporting News; NBA Stat Lab paste override/addition; Copilot final 75 roster backbone,Basketball Reference rookie + advanced tables,
v2,20260516_031444_CT,Walter Clayton Jr.,Original 75 Invitee,Yes,No,"6' 2.00""",74.0,"6' 2.00""","6' 4.00""",76.0,"8' 1.50""",97.5,8.25,9.75,True,True,True,10.52,2.81,69.0,6.0,1410.0,0.3,-2.1,0.3,0.2127659574468085,claytwa01,Yes,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,199.0,Claude spreadsheet; primary source reported as Yahoo/Sporting News; Copilot final 75 roster backbone,Basketball Reference rookie + advanced tables,
v2,20260516_031444_CT,Will Riley,Original 75 Invitee,Yes,No,"6' 8.25""",80.25,"6' 8.25""","6' 8.75""",80.75,"8' 8.00""",104.0,8.5,9.0,True,True,True,11.73,3.08,74.0,18.0,1633.0,0.0,-2.6,0.4,0.0,rileywi01,Yes,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,185.6,Claude spreadsheet; primary source reported as Yahoo/Sporting News; NBA Stat Lab paste override/addition; Copilot final 75 roster backbone,Basketball Reference rookie + advanced tables,
v2,20260516_031444_CT,Yaxel Lendeborg,Original 75 Invitee,Yes,No,"6' 8.50""",80.5,"6' 8.50""","7' 4.00""",88.0,"9' 0.50""",108.5,9.25,10.0,True,True,True,11.68,3.09,,,,,,,,,No,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,234.6,Claude spreadsheet; primary source reported as Yahoo/Sporting News; NBA Stat Lab paste override/addition; Copilot final 75 roster backbone,,Not matched to Basketball Reference rookie table.
v2,20260516_031444_CT,Lachlan Olbrich,Additional/StatLab Only,No,Yes,"6' 8.75""",80.75,,,,,,10.0,9.0,True,True,True,11.9,3.0,37.0,2.0,344.0,0.3,-0.2,0.5,0.872093023255814,olbrila01,No,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,,NBA Stat Lab paste in ChatGPT conversation,Basketball Reference rookie + advanced tables,Added from user-provided Stat Lab text; Not in Copilot/Hoops Rumors original 75 backbone; retained from working combined dataset/Stat Lab context.
v2,20260516_031444_CT,Mackenzie Mgbako,Additional/StatLab Only,No,Yes,"6' 7.50""",79.5,,,,,,9.0,9.25,True,True,True,11.99,2.94,,,,,,,,,No,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,,NBA Stat Lab paste in ChatGPT conversation,,Added from user-provided Stat Lab text Not matched to Basketball Reference rookie table.; Not in Copilot/Hoops Rumors original 75 backbone; retained from working combined dataset/Stat Lab context.
v2,20260516_031444_CT,Yanic Konan Niederhauser,Additional/StatLab Only,No,Yes,"6' 11.25""",83.25,,"7' 3.25""",87.25,,,9.5,9.0,True,True,True,11.45,2.84,41.0,0.0,424.0,0.5,0.4,1.3,1.1792452830188678,konanya01,Yes,clean_2025_combine_rookie_dws_master.csv,2025_combine_heights.csv,clean_2025_combine_rookie_dws_master_with_full_visible_agility_shuttle.csv,,NBA Stat Lab paste in ChatGPT conversation,Basketball Reference rookie + advanced tables,Added from user-provided Stat Lab text; Not in Copilot/Hoops Rumors original 75 backbone; retained from working combined dataset/Stat Lab context.
